Date,Sentiment,Stock Return
2020-07-09,6017.0,93.132668
2020-07-10,3273.0,93.066666
2020-07-15,8226.0,102.866669
2020-07-20,2890.0,101.267334
2020-07-21,7753.0,109.328667
2020-07-22,6525.0,106.599998
2020-07-23,1702.0,111.93
2020-07-24,5949.0,94.400665
2020-07-27,7112.0,95.666664
2020-07-30,4623.0,99.199997
2020-07-31,9339.0,101.0
2020-08-06,6206.0,99.388664
2020-08-07,1131.0,99.96933
2020-08-11,3610.0,93.066666
2020-08-14,3365.0,110.999336
2020-08-17,3823.0,111.800003
2020-08-18,6017.0,126.599335
2020-08-19,4551.0,124.333336
2020-08-20,4542.0,124.045334
2020-08-21,6979.0,136.317337
2020-08-26,1854.0,137.333328
2020-08-27,2865.0,145.363998
2020-08-28,3553.0,153.007996
2020-08-31,7031.0,148.203339
2020-09-03,4046.0,135.743332
2020-09-04,4401.0,134.270004
2020-09-08,6086.0,118.666664
2020-09-09,1406.0,118.866669
2020-09-10,2046.0,128.736664
2020-09-11,6223.0,127.313332
2020-09-15,5069.0,145.520004
2020-09-16,4526.0,146.623337
2020-09-17,4947.0,138.53334
2020-09-18,8630.0,149.313339
2020-09-21,3726.0,151.043335
2020-09-23,8518.0,135.053329
2020-09-24,2906.0,121.26667
2020-09-25,6618.0,131.156662
2020-10-05,1311.0,141.116669
2020-10-06,2147.0,141.263336
2020-10-13,7736.0,147.78334
2020-10-14,6488.0,149.926666
2020-10-20,2884.0,143.916672
2020-10-21,4702.0,140.899994
2020-10-22,3176.0,147.306671
2020-10-28,6464.0,138.82666
2020-10-29,4418.0,136.653336
2020-11-02,3628.0,131.333328
2020-11-05,4826.0,142.766663
2020-11-06,6996.0,145.366669
2020-11-09,6917.0,146.5
2020-11-10,6709.0,140.029999
2020-11-12,4663.0,138.350006
2020-11-13,6547.0,136.949997
2020-11-16,6829.0,136.309998
2020-11-17,3854.0,153.389999
2020-11-18,4470.0,149.449997
2020-11-24,3026.0,180.133331
2020-11-25,3082.0,183.353333
2020-12-02,3855.0,185.479996
2020-12-03,3834.0,196.67334
2020-12-07,5686.0,201.639999
2020-12-08,6558.0,208.503326
2020-12-09,7362.0,217.896667
2020-12-10,6885.0,191.456665
2020-12-14,6978.0,206.333328
2020-12-17,7392.0,209.396667
2020-12-21,8213.0,222.080002
2020-12-24,5252.0,214.330002
2020-12-29,5582.0,220.333328
2020-12-30,5338.0,224.0
2020-12-31,2888.0,233.330002
2021-01-04,5905.0,239.820007
2021-01-07,7911.0,259.209991
2021-01-08,5845.0,285.333344
2021-01-12,8514.0,277.0
2021-01-13,8213.0,284.253326
2021-01-15,4749.0,284.0
2021-01-21,9459.0,285.0
2021-01-22,3937.0,278.103333
2021-01-26,6501.0,297.126678
2021-01-28,9200.0,273.333344
2021-01-29,9330.0,276.666656
2021-02-01,7212.0,271.429993
2021-02-02,9163.0,281.559998
2021-02-04,8277.0,285.0
2021-02-08,8207.0,289.890015
2021-02-09,5136.0,285.040009
2021-02-10,8110.0,281.213318
2021-02-11,8316.0,270.813324
2021-02-17,5703.0,259.696655
2021-02-19,8450.0,265.0
2021-02-23,6816.0,220.710007
2021-02-24,9450.0,237.28334
2021-02-25,7657.0,242.050003
