Date,Sentiment,Stock Return
2021-10-07,4.0,261.820007
2021-10-08,5.0,265.40332
2021-10-12,6.0,266.976654
2021-10-14,9.0,271.829987
2021-10-18,10.0,283.929993
2021-10-19,9.0,292.51001
2021-10-21,10.0,285.333344
2021-10-22,8.0,298.5
2021-10-25,6.0,316.843323
2021-10-29,10.0,360.619995
2021-11-01,5.0,381.666656
2021-11-02,8.0,386.453339
2021-11-03,9.0,392.443329
2021-11-09,7.0,391.200012
2021-11-15,9.0,339.209991
2021-11-17,9.0,354.503326
2021-11-18,6.0,368.850006
2021-11-19,7.0,366.290009
2021-11-22,7.0,387.443329
2021-11-24,5.0,360.130005
2021-11-29,7.0,366.996674
2021-11-30,6.0,381.456665
2021-12-01,7.0,386.899994
2021-12-02,8.0,366.353333
2021-12-03,7.0,361.59668
2021-12-06,6.0,333.83667
2021-12-08,7.0,350.90332
2021-12-10,8.0,336.25
2021-12-13,9.0,333.696655
2021-12-14,9.0,315.0
2021-12-15,3.0,317.736664
2021-12-16,8.0,331.5
2021-12-20,7.0,303.566681
2021-12-21,6.0,305.623322
2021-12-22,4.0,321.886658
2021-12-23,4.0,335.600006
2021-12-27,6.0,357.890015
2021-12-28,5.0,369.829987
2021-12-30,9.0,353.776672
2022-01-06,9.0,359.0
2022-01-07,5.0,360.123322
2022-01-12,4.0,359.616669
2022-01-14,9.0,339.959991
2022-01-18,7.0,342.203339
2022-01-19,7.0,347.236664
2022-01-20,6.0,336.57666
2022-01-21,8.0,332.113342
2022-01-25,10.0,304.733337
2022-01-26,8.0,317.476654
2022-01-27,9.0,311.119995
2022-01-31,8.0,290.90332
2022-02-02,6.0,309.393341
2022-02-03,5.0,294.0
2022-02-07,8.0,307.929993
2022-02-09,3.0,311.666656
2022-02-10,6.0,302.790009
2022-02-11,10.0,303.209991
2022-02-14,6.0,287.190002
2022-02-15,4.0,300.0
2022-02-17,8.0,304.420013
2022-02-18,7.0,295.333344
2022-02-22,7.0,278.043335
2022-03-03,9.0,292.92334
2022-03-07,9.0,285.433319
2022-03-09,8.0,279.82666
2022-03-14,8.0,260.203339
2022-03-15,7.0,258.42334
2022-03-17,8.0,276.996674
2022-03-21,8.0,304.993347
2022-03-22,8.0,310.0
2022-03-24,5.0,336.57666
2022-03-25,8.0,336.0
2022-03-28,7.0,355.033325
2022-03-30,5.0,363.723328
2022-04-01,9.0,360.383331
2022-04-04,10.0,363.126678
2022-04-05,9.0,378.766663
2022-04-07,8.0,350.796661
2022-04-08,6.0,347.736664
2022-04-14,9.0,333.09668
2022-04-18,7.0,329.676666
2022-04-19,10.0,335.019989
2022-04-20,8.0,343.333344
2022-04-21,9.0,358.243347
2022-04-22,9.0,338.303345
2022-04-25,10.0,326.323334
2022-04-26,10.0,331.809998
2022-04-27,10.0,299.526672
2022-04-28,10.0,299.993347
2022-04-29,10.0,300.75
2022-05-02,10.0,286.92334
2022-05-03,10.0,301.059998
2022-05-04,10.0,301.313324
2022-05-06,8.0,295.666656
2022-05-09,9.0,278.816681
2022-05-11,8.0,265.0
2022-05-12,10.0,233.666672
2022-05-13,7.0,257.82666
2022-05-17,6.0,249.119995
2022-05-18,9.0,248.17334
2022-05-19,7.0,235.666672
2022-05-20,7.0,237.996674
2022-05-23,7.0,218.339996
2022-05-24,8.0,217.843338
2022-05-25,9.0,207.949997
2022-05-26,8.0,220.473328
2022-05-27,7.0,241.083328
2022-05-31,8.0,257.946655
2022-06-01,4.0,251.720001
2022-06-03,6.0,243.226669
2022-06-06,7.0,244.353333
2022-06-07,10.0,234.0
2022-06-10,6.0,235.156662
2022-06-14,8.0,218.286667
2022-06-15,8.0,220.916672
2022-06-17,8.0,213.433334
2022-06-21,10.0,224.603333
2022-07-05,4.0,223.0
2022-07-06,6.0,230.779999
2022-07-07,7.0,233.919998
2022-07-11,8.0,252.103333
2022-07-12,6.0,236.846664
2022-07-13,7.0,225.5
2022-07-15,7.0,240.0
2022-07-18,9.0,244.936661
2022-07-19,5.0,245.0
2022-07-21,9.0,255.106674
2022-07-22,5.0,276.220001
2022-07-25,6.0,272.216675
2022-07-27,8.0,263.809998
2022-07-28,8.0,280.066681
2022-07-29,6.0,280.700012
2022-08-01,5.0,301.276672
2022-08-02,3.0,294.003326
2022-08-05,4.0,302.670013
2022-08-10,4.0,297.066681
2022-08-11,8.0,296.513336
2022-08-12,10.0,289.416656
2022-08-16,9.0,311.666656
2022-08-17,6.0,303.396667
2022-08-19,8.0,299.0
2022-08-22,5.0,291.91333
2022-08-23,5.0,291.453339
2022-08-24,4.0,297.563324
2022-08-25,2.0,302.359985
2022-08-26,9.0,297.429993
2022-08-30,5.0,287.869995
2022-08-31,4.0,280.619995
2022-09-01,5.0,272.579987
2022-09-07,5.0,273.100006
2022-09-08,6.0,281.299988
2022-09-09,5.0,291.670013
2022-09-12,7.0,300.720001
2022-09-13,4.0,292.899994
2022-09-14,8.0,292.23999
2022-09-19,5.0,300.089996
2022-09-23,6.0,283.089996
2022-09-27,5.0,283.839996
2022-09-28,4.0,283.079987
2022-09-29,6.0,282.76001
2022-09-30,2.0,266.149994
2022-10-03,7.0,254.5
2022-10-04,10.0,250.520004
2022-10-06,6.0,239.440002
2022-10-07,4.0,233.940002
2022-10-11,7.0,220.949997
2022-10-12,5.0,215.330002
2022-10-13,8.0,208.300003
2022-10-17,4.0,210.039993
2022-10-18,4.0,229.5
2022-10-19,6.0,219.800003
2022-10-20,5.0,208.279999
2022-10-21,6.0,206.419998
2022-10-25,6.0,210.100006
2022-10-26,8.0,219.399994
2022-10-27,10.0,229.770004
2022-10-28,10.0,225.399994
2022-10-31,9.0,226.190002
2022-11-01,8.0,234.050003
2022-11-02,10.0,226.039993
2022-11-03,8.0,211.360001
2022-11-04,8.0,222.600006
2022-11-07,9.0,208.649994
2022-11-08,10.0,194.020004
2022-11-09,10.0,190.779999
2022-11-10,8.0,189.899994
2022-11-11,8.0,186.0
2022-11-14,4.0,192.770004
2022-11-15,9.0,195.880005
